"Date","Price","Open","High","Low","Vol.","Change %"
"Nov 08, 2011","130.50","130.50","130.50","130.50","-","1.01%"
"Nov 07, 2011","129.20","129.20","129.20","129.20","-","-0.15%"
"Nov 04, 2011","129.40","129.40","129.40","129.40","-","1.33%"
"Nov 03, 2011","127.70","127.70","127.70","127.70","-","-0.16%"
"Nov 02, 2011","127.90","127.90","127.90","127.90","-","1.83%"
"Nov 01, 2011","125.60","125.60","125.60","125.60","-","-16.49%"
"Oct 31, 2011","150.40","150.40","150.40","150.40","-","-1.05%"
"Oct 28, 2011","152.00","152.00","152.00","152.00","-","-0.78%"
"Oct 27, 2011","153.20","153.20","153.20","153.20","-","-1.03%"
"Oct 26, 2011","154.80","154.80","154.80","154.80","-","-0.83%"
"Oct 25, 2011","156.10","156.10","156.10","156.10","-","-0.89%"
"Oct 24, 2011","157.50","157.50","157.50","157.50","-","-0.32%"
"Oct 21, 2011","158.00","158.00","158.00","158.00","-","-0.38%"
"Oct 20, 2011","158.60","158.60","158.60","158.60","-","-0.38%"
"Oct 19, 2011","159.20","159.20","159.20","159.20","-","-0.31%"
"Oct 18, 2011","159.70","159.70","159.70","159.70","-","-0.93%"
"Oct 17, 2011","161.20","161.20","161.20","161.20","-","-0.86%"
"Oct 14, 2011","162.60","162.60","162.60","162.60","-","0.12%"
"Oct 13, 2011","162.40","162.40","162.40","162.40","-","-0.49%"
"Oct 12, 2011","163.20","163.20","163.20","163.20","-","-0.67%"
"Oct 11, 2011","164.30","164.30","164.30","164.30","-","-0.96%"
"Oct 10, 2011","165.90","165.90","165.90","165.90","-","-0.72%"
"Oct 07, 2011","167.10","167.10","167.10","167.10","-","0.97%"
"Oct 06, 2011","165.50","165.50","165.50","165.50","-","0.61%"
"Oct 05, 2011","164.50","164.50","164.50","164.50","-","0.73%"
"Oct 04, 2011","163.30","163.30","163.30","163.30","-","2.96%"
"Oct 03, 2011","158.60","158.60","158.60","158.60","-","-10.65%"
"Sep 29, 2011","177.50","177.50","177.50","177.50","-","-0.17%"
"Sep 28, 2011","177.80","177.80","177.80","177.80","-","-0.06%"
"Sep 27, 2011","177.90","177.90","177.90","177.90","-","-0.11%"
"Sep 26, 2011","178.10","178.10","178.10","178.10","-","-0.11%"
"Sep 23, 2011","178.30","178.30","178.30","178.30","-","-0.11%"
"Sep 22, 2011","178.50","178.50","178.50","178.50","-","0.00%"
"Sep 21, 2011","178.50","178.50","178.50","178.50","-","-0.11%"
"Sep 20, 2011","178.70","178.70","178.70","178.70","-","0.11%"
"Sep 19, 2011","178.50","178.50","178.50","178.50","-","-0.17%"
"Sep 16, 2011","178.80","178.80","178.80","178.80","-","-0.06%"
"Sep 15, 2011","178.90","178.90","178.90","178.90","-","0.06%"
"Sep 14, 2011","178.80","178.80","178.80","178.80","-","-0.11%"
"Sep 13, 2011","179.00","179.00","179.00","179.00","-","0.45%"
"Sep 12, 2011","178.20","178.20","178.20","178.20","-","0.06%"
"Sep 09, 2011","178.10","178.10","178.10","178.10","-","-0.78%"
"Sep 08, 2011","179.50","179.50","179.50","179.50","-","0.06%"
"Sep 07, 2011","179.40","179.40","179.40","179.40","-","0.45%"
"Sep 06, 2011","178.60","178.60","178.60","178.60","-","-0.28%"
"Sep 02, 2011","179.10","179.10","179.10","179.10","-","0.34%"
"Sep 01, 2011","178.50","178.50","178.50","178.50","-","0.62%"
"Aug 31, 2011","177.40","177.40","177.40","177.40","-","0.06%"
"Aug 30, 2011","177.30","177.30","177.30","177.30","-","0.00%"
"Aug 29, 2011","177.30","177.30","177.30","177.30","-","0.00%"
"Aug 26, 2011","177.30","177.30","177.30","177.30","-","0.06%"
"Aug 25, 2011","177.20","177.20","177.20","177.20","-","0.00%"
"Aug 24, 2011","177.20","177.20","177.20","177.20","-","0.06%"
"Aug 23, 2011","177.10","177.10","177.10","177.10","-","0.06%"
"Aug 22, 2011","177.00","177.00","177.00","177.00","-","0.00%"
"Aug 19, 2011","177.00","177.00","177.00","177.00","-","0.00%"
"Aug 18, 2011","177.00","177.00","177.00","177.00","-","0.06%"
"Aug 17, 2011","176.90","176.90","176.90","176.90","-","0.11%"
"Aug 16, 2011","176.70","176.70","176.70","176.70","-","0.28%"
"Aug 15, 2011","176.20","176.20","176.20","176.20","-","0.23%"
"Aug 12, 2011","175.80","175.80","175.80","175.80","-","0.11%"
"Aug 11, 2011","175.60","175.60","175.60","175.60","-","-0.28%"
"Aug 10, 2011","176.10","176.10","176.10","176.10","-","0.74%"
"Aug 09, 2011","174.80","174.80","174.80","174.80","-","-0.23%"
"Aug 08, 2011","175.20","175.20","175.20","175.20","-","-0.06%"
"Aug 05, 2011","175.30","175.30","175.30","175.30","-","-1.41%"
"Aug 04, 2011","177.80","177.80","177.80","177.80","-","-0.06%"
"Aug 03, 2011","177.90","177.90","177.90","177.90","-","2.65%"
"Aug 02, 2011","173.30","173.30","173.30","173.30","-","0.12%"
"Aug 01, 2011","173.10","173.10","173.10","173.10","-","0.00%"
"Jul 28, 2011","173.10","173.10","173.10","173.10","-","0.06%"
"Jul 27, 2011","173.00","173.00","173.00","173.00","-","0.12%"
"Jul 26, 2011","172.80","172.80","172.80","172.80","-","0.06%"
"Jul 25, 2011","172.70","172.70","172.70","172.70","-","0.06%"
"Jul 22, 2011","172.60","172.60","172.60","172.60","-","0.06%"
"Jul 21, 2011","172.50","172.50","172.50","172.50","-","0.06%"
"Jul 20, 2011","172.40","172.40","172.40","172.40","-","0.06%"
"Jul 19, 2011","172.30","172.30","172.30","172.30","-","0.17%"
"Jul 18, 2011","172.00","172.00","172.00","172.00","-","0.23%"
"Jul 15, 2011","171.60","171.60","171.60","171.60","-","-0.35%"
"Jul 14, 2011","172.20","172.20","172.20","172.20","-","-0.12%"
"Jul 13, 2011","172.40","172.40","172.40","172.40","-","0.52%"
"Jul 12, 2011","171.50","171.50","171.50","171.50","-","1.12%"
"Jul 11, 2011","169.60","169.60","169.60","169.60","-","0.47%"
"Jul 08, 2011","168.80","168.80","168.80","168.80","-","-0.53%"
"Jul 07, 2011","169.70","169.70","169.70","169.70","-","-0.29%"
"Jul 06, 2011","170.20","170.20","170.20","170.20","-","0.00%"
"Jul 05, 2011","170.20","170.20","170.20","170.20","-","3.84%"
"Jul 01, 2011","163.90","163.90","163.90","163.90","-","-0.06%"
"Jun 30, 2011","164.00","164.00","164.00","164.00","-","-0.55%"
"Jun 29, 2011","164.90","164.90","164.90","164.90","-","0.37%"
"Jun 28, 2011","164.30","164.30","164.30","164.30","-","0.12%"
"Jun 27, 2011","164.10","164.10","164.10","164.10","-","-0.55%"
"Jun 24, 2011","165.00","165.00","165.00","165.00","-","-0.60%"
"Jun 23, 2011","166.00","166.00","166.00","166.00","-","0.61%"
"Jun 22, 2011","165.00","165.00","165.00","165.00","-","0.49%"
"Jun 21, 2011","164.20","164.20","164.20","164.20","-","-0.06%"
"Jun 20, 2011","164.30","164.30","164.30","164.30","-","-1.38%"
"Jun 17, 2011","166.60","166.60","166.60","166.60","-","-1.42%"
"Jun 16, 2011","169.00","169.00","169.00","169.00","-","-1.17%"
"Jun 15, 2011","171.00","171.00","171.00","171.00","-","0.41%"
"Jun 14, 2011","170.30","170.30","170.30","170.30","-","0.06%"
"Jun 13, 2011","170.20","170.20","170.20","170.20","-","-1.22%"
"Jun 10, 2011","172.30","172.30","172.30","172.30","-","-0.29%"
"Jun 09, 2011","172.80","172.80","172.80","172.80","-","0.23%"
"Jun 08, 2011","172.40","172.40","172.40","172.40","-","-0.23%"
"Jun 07, 2011","172.80","172.80","172.80","172.80","-","0.88%"
"Jun 06, 2011","171.30","171.30","171.30","171.30","-","1.78%"
"Jun 03, 2011","168.30","168.30","168.30","168.30","-","0.84%"
"Jun 02, 2011","166.90","166.90","166.90","166.90","-","-0.77%"
"Jun 01, 2011","168.20","168.20","168.20","168.20","-","-0.24%"
"May 31, 2011","168.60","168.60","168.60","168.60","-","1.75%"
"May 27, 2011","165.70","165.70","165.70","165.70","-","0.42%"
"May 26, 2011","165.00","165.00","165.00","165.00","-","-0.90%"
"May 25, 2011","166.50","166.50","166.50","166.50","-","0.67%"
"May 24, 2011","165.40","165.40","165.40","165.40","-","1.16%"
"May 23, 2011","163.50","163.50","163.50","163.50","-","-0.37%"
"May 20, 2011","164.10","164.10","164.10","164.10","-","-0.30%"
"May 19, 2011","164.60","164.60","164.60","164.60","-","-1.73%"
"May 18, 2011","167.50","167.50","167.50","167.50","-","-0.18%"
"May 17, 2011","167.80","167.80","167.80","167.80","-","-0.42%"
"May 16, 2011","168.50","168.50","168.50","168.50","-","-0.65%"
"May 13, 2011","169.60","169.60","169.60","169.60","-","0.47%"
"May 12, 2011","168.80","168.80","168.80","168.80","-","-0.76%"
"May 11, 2011","170.10","170.10","170.10","170.10","-","-1.39%"
"May 10, 2011","172.50","172.50","172.50","172.50","-","2.68%"
"May 09, 2011","168.00","168.00","168.00","168.00","-","-0.77%"
"May 06, 2011","169.30","169.30","169.30","169.30","-","-1.86%"
"May 05, 2011","172.50","172.50","172.50","172.50","-","-1.43%"
"May 04, 2011","175.00","175.00","175.00","175.00","-","-0.46%"
"May 03, 2011","175.80","175.80","175.80","175.80","-","2.81%"
"May 02, 2011","171.00","171.00","171.00","171.00","-","-4.52%"
"Apr 28, 2011","179.10","179.10","179.10","179.10","-","0.00%"
"Apr 27, 2011","179.10","179.10","179.10","179.10","-","-0.22%"
"Apr 26, 2011","179.50","179.50","179.50","179.50","-","0.00%"
"Apr 25, 2011","179.50","179.50","179.50","179.50","-","0.06%"
"Apr 21, 2011","179.40","179.40","179.40","179.40","-","0.00%"
"Apr 20, 2011","179.40","179.40","179.40","179.40","-","0.00%"
"Apr 19, 2011","179.40","179.40","179.40","179.40","-","0.11%"
"Apr 18, 2011","179.20","179.20","179.20","179.20","-","0.06%"
"Apr 15, 2011","179.10","179.10","179.10","179.10","-","0.06%"
"Apr 14, 2011","179.00","179.00","179.00","179.00","-","0.11%"
"Apr 13, 2011","178.80","178.80","178.80","178.80","-","-0.06%"
"Apr 12, 2011","178.90","178.90","178.90","178.90","-","-1.21%"
"Apr 11, 2011","181.10","181.10","181.10","181.10","-","0.06%"
"Apr 08, 2011","181.00","181.00","181.00","181.00","-","0.95%"
"Apr 07, 2011","179.30","179.30","179.30","179.30","-","2.46%"
"Apr 06, 2011","175.00","175.00","175.00","175.00","-","1.04%"
"Apr 05, 2011","173.20","173.20","173.20","173.20","-","-0.35%"
"Apr 04, 2011","173.80","173.80","173.80","173.80","-","1.11%"
"Apr 01, 2011","171.90","171.90","171.90","171.90","-","-1.21%"
"Mar 31, 2011","174.00","174.00","174.00","174.00","-","2.65%"
"Mar 30, 2011","169.50","169.50","169.50","169.50","-","0.12%"
"Mar 29, 2011","169.30","169.30","169.30","169.30","-","0.00%"
"Mar 28, 2011","169.30","169.30","169.30","169.30","-","-0.06%"
"Mar 25, 2011","169.40","169.40","169.40","169.40","-","0.00%"
"Mar 24, 2011","169.40","169.40","169.40","169.40","-","-0.35%"
"Mar 23, 2011","170.00","170.00","170.00","170.00","-","0.00%"
"Mar 22, 2011","170.00","170.00","170.00","170.00","-","0.41%"
"Mar 21, 2011","169.30","169.30","169.30","169.30","-","0.24%"
"Mar 18, 2011","168.90","168.90","168.90","168.90","-","-0.06%"
"Mar 17, 2011","169.00","169.00","169.00","169.00","-","0.78%"
"Mar 16, 2011","167.70","167.70","167.70","167.70","-","2.51%"
"Mar 15, 2011","163.60","163.60","163.60","163.60","-","0.31%"
"Mar 14, 2011","163.10","163.10","163.10","163.10","-","-0.55%"
"Mar 11, 2011","164.00","164.00","164.00","164.00","-","-2.26%"
"Mar 10, 2011","167.80","167.80","167.80","167.80","-","-0.59%"
"Mar 09, 2011","168.80","168.80","168.80","168.80","-","-1.57%"
"Mar 08, 2011","171.50","171.50","171.50","171.50","-","-0.06%"
"Mar 07, 2011","171.60","171.60","171.60","171.60","-","-1.66%"
"Mar 04, 2011","174.50","174.50","174.50","174.50","-","0.87%"
"Mar 03, 2011","173.00","173.00","173.00","173.00","-","0.58%"
"Mar 02, 2011","172.00","172.00","172.00","172.00","-","-0.81%"
"Mar 01, 2011","173.40","173.40","173.40","173.40","-","-7.37%"
"Feb 28, 2011","187.20","187.20","187.20","187.20","-","-0.16%"
"Feb 25, 2011","187.50","187.50","187.50","187.50","-","0.00%"
"Feb 24, 2011","187.50","187.50","187.50","187.50","-","-0.05%"
"Feb 23, 2011","187.60","187.60","187.60","187.60","-","-0.05%"
"Feb 22, 2011","187.70","187.70","187.70","187.70","-","0.11%"
"Feb 18, 2011","187.50","187.50","187.50","187.50","-","0.00%"
"Feb 17, 2011","187.50","187.50","187.50","187.50","-","-0.16%"
"Feb 16, 2011","187.80","187.80","187.80","187.80","-","-0.58%"
"Feb 15, 2011","188.90","188.90","188.90","188.90","-","0.21%"
"Feb 14, 2011","188.50","188.50","188.50","188.50","-","0.27%"
"Feb 11, 2011","188.00","188.00","188.00","188.00","-","0.00%"
"Feb 10, 2011","188.00","188.00","188.00","188.00","-","1.35%"
"Feb 09, 2011","185.50","185.50","185.50","185.50","-","0.00%"
"Feb 08, 2011","185.50","185.50","185.50","185.50","-","0.38%"
"Feb 07, 2011","184.80","184.80","184.80","184.80","-","0.71%"
"Feb 04, 2011","183.50","183.50","183.50","183.50","-","0.00%"
"Feb 03, 2011","183.50","183.50","183.50","183.50","-","-0.27%"
"Feb 02, 2011","184.00","184.00","184.00","184.00","-","0.55%"
"Feb 01, 2011","183.00","183.00","183.00","183.00","-","1.89%"
"Jan 31, 2011","179.60","179.60","179.60","179.60","-","0.06%"
"Jan 28, 2011","179.50","179.50","179.50","179.50","-","0.00%"
"Jan 27, 2011","179.50","179.50","179.50","179.50","-","0.28%"
"Jan 26, 2011","179.00","179.00","179.00","179.00","-","0.00%"
"Jan 25, 2011","179.00","179.00","179.00","179.00","-","0.00%"
"Jan 24, 2011","179.00","179.00","179.00","179.00","-","0.56%"
"Jan 21, 2011","178.00","178.00","178.00","178.00","-","0.00%"
"Jan 20, 2011","178.00","178.00","178.00","178.00","-","-0.56%"
"Jan 19, 2011","179.00","179.00","179.00","179.00","-","-0.28%"
"Jan 14, 2011","179.50","179.50","179.50","179.50","-","1.99%"
"Jan 13, 2011","176.00","176.00","176.00","176.00","-","0.00%"
"Jan 12, 2011","176.00","176.00","176.00","176.00","-","0.57%"
"Jan 11, 2011","175.00","175.00","175.00","175.00","-","0.86%"
"Jan 10, 2011","173.50","173.50","173.50","173.50","-","0.00%"
"Jan 07, 2011","173.50","173.50","173.50","173.50","-","0.00%"
"Jan 06, 2011","173.50","173.50","173.50","173.50","-","-0.57%"
"Jan 05, 2011","174.50","174.50","174.50","174.50","-","1.39%"
"Jan 04, 2011","172.10","172.10","172.10","172.10","-","1.24%"
"Jan 03, 2011","170.00","170.00","170.00","170.00","-","1.01%"
"Dec 31, 2010","168.30","168.30","168.30","168.30","-","-0.41%"
"Dec 30, 2010","169.00","169.00","169.00","169.00","-","0.00%"
"Dec 29, 2010","169.00","169.00","169.00","169.00","-","0.12%"
"Dec 28, 2010","168.80","168.80","168.80","168.80","-","0.00%"
"Dec 27, 2010","168.80","168.80","168.80","168.80","-","0.00%"
"Dec 23, 2010","168.80","168.80","168.80","168.80","-","0.00%"
"Dec 22, 2010","168.80","168.80","168.80","168.80","-","-0.12%"
"Dec 21, 2010","169.00","169.00","169.00","169.00","-","0.00%"
"Dec 20, 2010","169.00","169.00","169.00","169.00","-","0.00%"
"Dec 17, 2010","169.00","169.00","169.00","169.00","-","0.00%"
"Dec 16, 2010","169.00","169.00","169.00","169.00","-","-0.29%"
"Dec 15, 2010","169.50","169.50","169.50","169.50","-","0.00%"
"Dec 14, 2010","169.50","169.50","169.50","169.50","-","0.30%"
"Dec 13, 2010","169.00","169.00","169.00","169.00","-","0.00%"
"Dec 10, 2010","169.00","169.00","169.00","169.00","-","0.60%"
"Dec 09, 2010","168.00","168.00","168.00","168.00","-","-0.65%"
"Dec 08, 2010","169.10","169.10","169.10","169.10","-","-0.47%"
"Dec 07, 2010","169.90","169.90","169.90","169.90","-","0.53%"
"Dec 06, 2010","169.00","169.00","169.00","169.00","-","0.60%"
"Dec 03, 2010","168.00","168.00","168.00","168.00","-","0.60%"
"Dec 02, 2010","167.00","167.00","167.00","167.00","-","0.12%"
"Dec 01, 2010","166.80","166.80","166.80","166.80","-","3.93%"
"Nov 30, 2010","160.50","160.50","160.50","160.50","-","0.00%"
"Nov 29, 2010","160.50","160.50","160.50","160.50","-","-0.31%"
"Nov 26, 2010","161.00","161.00","161.00","161.00","-","-0.31%"
"Nov 24, 2010","161.50","161.50","161.50","161.50","-","0.31%"
"Nov 23, 2010","161.00","161.00","161.00","161.00","-","0.63%"
"Nov 22, 2010","160.00","160.00","160.00","160.00","-","0.31%"
"Nov 19, 2010","159.50","159.50","159.50","159.50","-","0.95%"
"Nov 18, 2010","158.00","158.00","158.00","158.00","-","-0.32%"
"Nov 17, 2010","158.50","158.50","158.50","158.50","-","-1.12%"
"Nov 16, 2010","160.30","160.30","160.30","160.30","-","2.76%"
"Nov 15, 2010","156.00","156.00","156.00","156.00","-","0.13%"
"Nov 12, 2010","155.80","155.80","155.80","155.80","-","-2.01%"
"Nov 11, 2010","159.00","159.00","159.00","159.00","-","0.95%"
"Nov 10, 2010","157.50","157.50","157.50","157.50","-","-2.78%"
"Nov 09, 2010","162.00","162.00","162.00","162.00","-","0.31%"
"Nov 08, 2010","161.50","161.50","161.50","161.50","-","2.02%"
"Nov 05, 2010","158.30","158.30","158.30","158.30","-","1.15%"
"Nov 04, 2010","156.50","156.50","156.50","156.50","-","1.95%"
"Nov 03, 2010","153.50","153.50","153.50","153.50","-","0.99%"
"Nov 02, 2010","152.00","152.00","152.00","152.00","-","4.11%"
"Nov 01, 2010","146.00","146.00","146.00","146.00","-","-1.02%"
"Oct 29, 2010","147.50","147.50","147.50","147.50","-","2.43%"
"Oct 28, 2010","144.00","144.00","144.00","144.00","-","-0.35%"
"Oct 27, 2010","144.50","144.50","144.50","144.50","-","-0.41%"
"Oct 26, 2010","145.10","145.10","145.10","145.10","-","0.07%"
"Oct 25, 2010","145.00","145.00","145.00","145.00","-","0.76%"
